,2016-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.16,-0.16,3.95
Cash from Investing Activity,-1.39,-2.95,-3.46
Cash from Financing Activity,1.07,2.77,0.64
Net Cash Flow,0.84,-0.34,1.13
