,2016-03-01,2022-03-01,2023-03-01
Debtor Days,45.39,65.55,36.47
Inventory Days,7.35,120.81,112.06
Days Payable,120.03,375.28,569.91
Cash Conversion Cycle,-67.3,-188.92,-421.38
Working Capital Days,-9.46,-58.36,-27.03
ROCE %,,,18.36
