,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,1.8,15.23,10.29,11.49,12.81,13.33,14.04,9.32,5.64,3.53,2.02,2.25
Expenses,0.10,3.44,14.58,11.78,11.43,11.84,11.98,12.57,8.74,6.13,7.31,5.47,6.52
Operating Profit,-0.10,-1.64,0.65,-1.49,0.06,0.97,1.35,1.47,0.58,-0.49,-3.78,-3.45,-4.27
OPM %,,-91.11,4.27,-14.48,0.52,7.57,10.13,10.47,6.22,-8.69,-107.08,-170.79,-189.78
Other Income,0.44,0.76,2.99,3.99,3.71,0.86,1.35,1.03,0.98,0.87,0.09,0.0,0.00
Interest,0.00,0.22,1.79,4.73,2.29,1.09,1.91,1.84,2.13,2.33,1.65,1.65,0.48
Depreciation,0.00,0.25,0.6,2.68,0.67,0.72,0.64,0.51,0.48,0.45,0.44,0.44,0.44
Profit before tax,0.34,-1.35,1.25,-4.91,0.81,0.02,0.15,0.15,-1.05,-2.4,-5.78,-5.54,-5.19
Tax %,20.59,0.74,31.2,17.92,-14.81,0.0,26.67,6.67,0.0,-5.0,7.96,5.42,
Net Profit,0.26,-1.34,0.87,-4.04,0.93,0.02,0.1,0.14,-1.04,-2.52,-5.32,-5.24,-4.84
EPS in Rs,0.52,-2.68,1.74,-8.08,1.86,0.04,0.2,0.28,-2.08,-5.04,-10.64,-10.48,-9.68
