,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,330.16,348.38,316.47,196.58,301.14,265.97,296.25,317.74,316.41,307.53,298.85,287.87,287.26
Expenses,316.61,329.58,309.23,201.61,296.9,265.63,287.59,314.51,313.4,299.52,282.91,280.82,289.0
Operating Profit,13.55,18.8,7.24,-5.03,4.24,0.34,8.66,3.23,3.01,8.01,15.94,7.05,-1.74
OPM %,4.1,5.4,2.29,-2.56,1.41,0.13,2.92,1.02,0.95,2.6,5.33,2.45,-0.61
Other Income,4.57,7.45,3.67,5.47,6.8,3.95,1.95,0.05,8.77,-0.11,15.12,11.18,5.98
Interest,0.12,0.0,0.01,0.02,0.0,0.03,0.0,0.01,0.02,0.01,0.01,0.0,0.0
Depreciation,4.39,4.38,3.69,3.22,3.25,3.09,2.89,2.93,2.85,2.99,3.02,3.02,3.08
Profit before tax,13.61,21.87,7.21,-2.8,7.79,1.17,7.72,0.34,8.91,4.9,28.03,15.21,1.16
Tax %,21.38,21.03,19.14,20.71,18.36,17.09,8.68,8.82,18.63,35.92,24.4,16.11,-32.76
Net Profit,10.71,17.27,5.82,-2.23,6.37,0.97,7.04,0.3,7.26,3.14,21.2,12.76,1.54
EPS in Rs,2.68,4.32,1.46,-0.56,1.59,0.24,1.76,0.08,1.82,0.79,5.3,3.19,0.39
