,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,21,70,88,73,37,45,61,28,52,52,38,46
Inventory Days,165,112,170,134,85,69,132,175,121,85,139,200
Days Payable,43,39,97,128,37,38,82,77,106,63,65,141
Cash Conversion Cycle,143,144,161,79,85,75,111,126,67,74,112,104
Working Capital Days,96,125,122,79,76,70,99,102,66,75,84,93
ROCE %,12,-7,6,16,30,32,25,2,11,27,18,6
