,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,69.17,70.02,62.24,0.24,0.24,0.2
Public,30.83,29.98,37.76,99.77,99.76,99.8
No. of Shareholders,464.0,479.0,643.0,3140.0,2716.0,3303.0
