,2011-03-01,2012-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,1.06,1.5,1.5,15.0,20.4,20.4,20.4,20.4,20.4,25.0
Reserves,0.01,0.03,3.06,7.16,8.69,1.39,17.53,17.8,17.77,10.37,10.43,7.33
Borrowings,0.16,1.24,6.16,3.34,2.67,1.41,0.48,0.7000000000000001,0.51,3.62,1.83,0.68
Other Liabilities,0.01,2.05,28.64,10.12,19.78,11.98,12.31,14.47,11.69,6.51,14.7,8.45
Total Liabilities,0.19,3.33,38.92,22.12,32.64,29.78,50.72,53.37,50.37,40.9,47.36,41.46
Fixed Assets,0.0,0.01,0.27,0.2,0.15,0.39,0.6900000000000001,4.46,4.35,4.42,4.3,0.44
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.13,0.85,0.0,0.0,0.0,0.23,0.28,0.94,0.72,0.49
Other Assets,0.19,3.32,38.52,21.07,32.49,29.39,50.03,48.68,45.74,35.54,42.34,40.53
Total Assets,0.19,3.33,38.92,22.12,32.64,29.78,50.72,53.37,50.37,40.9,47.36,41.46
