,2011-03-01,2012-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,365.0,231.82,273.22,118.34,300.42,120.71,68.16,281.86,135.73,321.34,194.73
Inventory Days,,,8.78,23.95,0.00,41.46,,,,110.56,
Days Payable,,,217.7,133.88,,116.88,,,,140.35,
Cash Conversion Cycle,365.0,231.82,64.29,8.41,300.42,45.29,68.16,281.86,135.73,291.56,194.73
Working Capital Days,730.0,293.48,69.24,203.56,129.97,47.49,121.69,279.52,275.06,668.57,300.45
ROCE %,,4.11,,14.72,24.78,64.38,14.59,3.03,1.52,-20.01,0.33
