,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,38,27,51,41
Cash from Investing Activity,,,-24,-25,-51,-213
Cash from Financing Activity,,,-6,-3,-3,160
Net Cash Flow,,,8,0,-3,-13
