,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,85.0,74,54,107,82,99
Inventory Days,139.0,108,146,161,129,119
Days Payable,162.0,112,144,217,155,151
Cash Conversion Cycle,62.0,70,55,51,57,66
Working Capital Days,59.0,42,-72,65,53,49
ROCE %,,30,19,21,20,15
