,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,5,6,7,14,15,15.0
Reserves,91,227,204,289,326,536,547.0
Preference Capital,0,2,0,0,0,0,
Borrowings,49,1,0,1,0,3,2.0
Other Liabilities,40,46,96,69,68,93,89.0
Total Liabilities,185,279,306,366,408,646,653.0
Fixed Assets,72,78,89,105,112,117,211.0
CWIP,2,9,6,6,28,93,29.0
Investments,0,0,0,0,0,0,0.0
Other Assets,111,191,211,254,268,437,413.0
Total Assets,185,279,306,366,408,646,653.0
