,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,66,110,144,144
Reserves,0,90,187,208
Borrowings,42,23,30,26
Other Liabilities,41,98,92,79
Total Liabilities,149,321,454,457
Fixed Assets,12,28,47,57
CWIP,0,0,0,0
Investments,3,84,77,89
Other Assets,133,208,330,310
Total Assets,149,321,454,457
