,2021-03-01,2022-03-01,2023-03-01
Debtor Days,347.0,52,130
Inventory Days,156.0,36,10
Days Payable,216.0,84,48
Cash Conversion Cycle,287.0,4,92
Working Capital Days,394.0,37,101
ROCE %,,19,-7
