,2018-09-01,2019-03-01,2019-09-01,2020-03-01,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,60.78,60.78,60.78,60.78,60.78,60.78,60.78,60.78,60.78,60.78,60.78
Public,39.22,39.22,39.22,39.22,39.22,39.22,39.22,39.22,39.23,39.22,39.21
No. of Shareholders,168.0,151.0,144.0,143.0,143.0,143.0,151.0,157.0,162.0,164.0,159.0
