,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,149.14,126.99,199.25,148.54,136.55,359.93
Inventory Days,167.03,233.36,158.7,68.75,191.07,458.51
Days Payable,426.86,406.89,355.48,97.06,175.15,404.21
Cash Conversion Cycle,-110.69,-46.54,2.47,120.23,152.47,414.23
Working Capital Days,168.76,170.7,209.43,132.86,123.93,287.51
ROCE %,,12.14,8.72,14.4,12.87,-3.68
