,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,407.93,764.71,1598.43,707.93,587.48,974.29,1936.69,1825.73,750.44,1348.31,3002.62,1701.99,927.06
Expenses,386.33,701.69,1457.24,665.76,553.17,900.67,1811.4,1726.48,713.77,1269.79,2799.11,1570.07,867.5
Operating Profit,21.6,63.02,141.19,42.17,34.31,73.62,125.29,99.25,36.67,78.52,203.51,131.92,59.56
OPM %,5.3,8.24,8.83,5.96,5.84,7.56,6.47,5.44,4.89,5.82,6.78,7.75,6.42
Other Income,12.63,8.97,8.46,7.1,8.14,8.62,9.38,12.85,12.18,8.94,18.69,19.31,12.75
Interest,11.66,8.6,10.46,9.15,6.4,12.32,18.57,21.08,24.36,28.93,37.46,45.26,36.57
Depreciation,23.17,23.52,22.74,24.36,26.23,27.08,30.24,32.15,31.81,36.32,38.84,43.29,45.22
Profit before tax,-0.6,39.87,116.45,15.76,9.82,42.84,85.86,58.87,-7.32,22.21,145.9,62.68,-9.48
Tax %,573.33,30.07,34.32,29.0,19.55,23.11,30.93,27.13,68.58,32.1,25.91,25.65,40.4
Net Profit,2.85,27.88,76.48,11.2,7.89,32.94,59.31,42.89,-2.29,15.08,108.09,46.61,-5.65
EPS in Rs,0.49,7.99,22.4,3.69,2.21,9.53,16.98,12.48,-0.88,4.2,30.86,13.55,-2.06
