,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,81,152,142,127,-63,288,221,241,321
Cash from Investing Activity,,-87,-84,-84,-152,-111,-320,-481,-678,-489
Cash from Financing Activity,,1,-68,-46,128,93,63,370,555,193
Net Cash Flow,,-5,0,11,103,-81,31,110,119,25
