,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,384,402,380,524,98,270
Cash from Investing Activity,-415,-262,-72,338,-459,-101
Cash from Financing Activity,-46,-62,-87,-75,-89,-101
Net Cash Flow,-77,79,221,786,-450,68
