,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,18.0,17,20,23,25,24
Inventory Days,99.0,96,117,124,114,120
Days Payable,140.0,134,143,161,129,131
Cash Conversion Cycle,-24.0,-20,-7,-14,10,13
Working Capital Days,-8.0,-7,6,0,14,18
ROCE %,,32,29,18,10,8
