,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,27.5,15.46,21.23,19.12,16.72
Expenses,27.05,14.98,19.48,17.32,15.03
Operating Profit,0.45,0.48,1.75,1.8,1.69
OPM %,1.64,3.1,8.24,9.41,10.11
Other Income,0.06,0.13,0.06,0.04,0.03
Interest,0.2,0.21,0.24,0.24,0.25
Depreciation,0.25,0.25,0.25,0.25,0.26
Profit before tax,0.06,0.15,1.32,1.35,1.21
Tax %,116.67,260.0,27.27,24.44,13.22
Net Profit,-0.01,-0.23,0.96,1.02,1.04
EPS in Rs,-0.0,-0.02,0.07,0.07,0.07
