,2006-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-1.4,,14.98,-13.46,-7.29,-5.97,-3.83,11.23,1.27,15.3,35.64
Cash from Investing Activity,1.21,,-15.38,41.15,7.87,2.78,8.67,8.8,1.74,-8.85,-66.82
Cash from Financing Activity,0.08,,2.79,-29.8,-0.06,1.36,-5.25,-20.14,-2.99,-5.22,29.94
Net Cash Flow,-0.11,,2.39,-2.1,0.52,-1.83,-0.41,-0.11,0.02,1.23,-1.24
