,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,39,61,61,61
Reserves,4,18,32,35
Borrowings,11,10,20,11
Other Liabilities,15,8,16,23
Total Liabilities,70,97,128,129
Fixed Assets,28,41,40,47
CWIP,0,0,8,0
Investments,3,3,3,3
Other Assets,39,53,77,79
Total Assets,70,97,128,129
