,2021-03-01,2022-03-01,2023-03-01
Debtor Days,211.0,45,38
Inventory Days,549.0,93,31
Days Payable,71.0,30,27
Cash Conversion Cycle,689.0,108,42
Working Capital Days,1198.0,173,127
ROCE %,,11,20
