,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,26.32,26.32,26.32,53.98,51.42,69.18,69.91,69.93
FIIs,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0
Public,73.6,73.6,73.6,46.02,48.58,30.82,30.08,30.08
No. of Shareholders,3220.0,3463.0,3491.0,3486.0,3371.0,6154.0,8024.0,12565.0
