,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,23.87,39.32,24.99,38.53,26.67
Expenses,20.81,36.31,22.52,34.99,24.53
Operating Profit,3.06,3.01,2.47,3.54,2.14
OPM %,12.82,7.66,9.88,9.19,8.02
Other Income,0.95,1.91,0.86,0.86,1.44
Interest,2.06,1.89,1.53,1.3,1.47
Depreciation,0.85,1.2,0.97,0.9,1.05
Profit before tax,1.1,1.83,0.83,2.2,1.06
Tax %,-14.55,47.54,27.71,25.0,19.81
Net Profit,1.26,0.95,0.61,1.65,0.85
EPS in Rs,2.4,0.6,0.33,0.89,0.46
