,2014-03-01,2015-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,5.46,6.68,8.63,-2.54,3.05,6.35,-7.9
Cash from Investing Activity,-6.31,0.97,-3.71,-0.23,2.9,-2.16,-10.07
Cash from Financing Activity,0.24,-7.56,-3.56,1.61,-6.06,-3.83,18.29
Net Cash Flow,-0.61,0.09,1.36,-1.16,-0.12,0.35,0.33
