,2021-03-01,2022-03-01,2023-03-01
Debtor Days,153.0,90,62
Inventory Days,69.0,66,54
Days Payable,134.0,36,21
Cash Conversion Cycle,88.0,120,95
Working Capital Days,102.0,112,144
ROCE %,,51,39
