,2010-03-01,2011-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7,7,13,13,13,13,19,24,24,24,24,24,24
Reserves,13,14,16,19,20,24,29,68,77,83,99,124,140
Borrowings,57,49,48,36,53,53,96,110,134,137,173,207,262
Other Liabilities,13,19,8,4,3,7,11,7,7,5,6,9,9
Total Liabilities,90,88,85,72,90,97,155,209,243,250,303,364,435
Fixed Assets,12,18,18,14,19,18,43,56,42,33,22,38,67
CWIP,5,0,0,0,0,0,0,0,1,1,0,0,0
Investments,0,0,0,0,0,0,2,1,1,1,0,0,0
Other Assets,73,70,67,58,71,79,111,152,199,215,281,327,368
Total Assets,90,88,85,72,90,97,155,209,243,250,303,364,435
