,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.04,73.04,73.04,73.04,73.04,73.04
FIIs,0.0,0.0,0.0,0.0,0.03,0.03
Public,26.96,26.96,26.96,26.96,26.94,26.93
No. of Shareholders,530.0,413.0,584.0,587.0,3123.0,3404.0
