,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,50.19,52.61,52.61,53.93,53.98,54.03,54.03,54.03
DIIs,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Public,49.76,47.34,47.34,46.03,45.97,45.92,45.92,45.93
No. of Shareholders,7577.0,7339.0,7223.0,7139.0,7080.0,7227.0,7525.0,7380.0
