,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,41.21,41.21,41.21,41.21,41.21,41.21,41.21,41.21
Public,58.79,58.79,58.79,58.79,58.79,58.79,58.8,58.8
No. of Shareholders,5950.0,5908.0,5887.0,5932.0,5965.0,9722.0,9002.0,8848.0
