,2019-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,223.0,213.0,314.0,366.0
Expenses,204.0,182.0,276.0,317.0
Operating Profit,19.0,31.0,39.0,49.0
OPM %,8.0,15.0,12.0,13.0
Other Income,0.0,0.0,0.0,1.0
Interest,13.0,15.0,16.0,18.0
Depreciation,1.0,3.0,3.0,2.0
Profit before tax,5.0,13.0,20.0,30.0
Tax %,28.0,26.0,26.0,26.0
Net Profit,3.0,10.0,15.0,22.0
EPS in Rs,0.54,1.49,2.27,3.42
