,2019-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,17,6,4
Cash from Investing Activity,,-1,1,2
Cash from Financing Activity,,-13,-7,-8
Net Cash Flow,,4,-1,-3
