,2019-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,65,65,65,65
Reserves,29,36,50,72
Preference Capital,10,0,0,0
Borrowings,133,151,159,168
Other Liabilities,29,24,32,31
Total Liabilities,256,275,307,337
Fixed Assets,15,12,11,7
CWIP,1,1,0,0
Investments,0,0,0,0
Other Assets,240,262,295,329
Total Assets,256,275,307,337
