,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,-30.59,-33.64,-7.8,-13.08,-13.61,-8.95,8.19,-2.91,0.08,0.8
Cash from Investing Activity,,0.97,0.36,0.79,0.39,-0.29,0.41,0.67,4.47,3.48,-1.21
Cash from Financing Activity,,29.23,45.19,5.28,8.4,14.58,3.03,-8.41,0.68,-4.24,2.71
Net Cash Flow,,-0.39,11.92,-1.73,-4.29,0.68,-5.51,0.45,2.24,-0.68,2.3
