,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,0,21
Reserves,0,2,14,60
Borrowings,0,1,21,41
Other Liabilities,0,20,35,24
Total Liabilities,0,24,70,146
Fixed Assets,0,0,1,1
CWIP,0,0,0,0
Investments,0,0,0,0
Other Assets,0,24,69,145
Total Assets,0,24,70,146
