,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,32,32,32,32,32,32,32,32,32,32,32,32
Reserves,23,-1,1,3,4,5,5,3,-8,-11,-11,-12,-26
Borrowings,0,1,1,1,0,0,0,0,0,0,1,1,1
Other Liabilities,0,10,26,66,24,39,32,26,26,20,9,9,9
Total Liabilities,28,41,59,102,60,76,68,60,50,41,30,30,16
Fixed Assets,0,0,0,0,0,0,0,0,0,0,0,0,0
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,28,41,59,102,60,76,68,60,50,41,30,30,16
Total Assets,28,41,59,102,60,76,68,60,50,41,30,30,16
