,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,69.01,69.01,69.01,69.01,69.01,67.87,67.87,67.88,67.88,67.88,67.88,67.88
Public,30.99,30.99,30.99,30.99,30.99,32.13,32.13,32.12,32.12,32.13,32.12,32.12
No. of Shareholders,8101.0,8383.0,9178.0,9522.0,9412.0,9459.0,9495.0,9370.0,9820.0,9524.0,9378.0,9074.0
