,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,50.56,50.56,50.56,50.56,50.56,50.56,50.56,50.56,50.56,50.56,50.56,50.56
Public,49.44,49.44,49.44,49.44,49.44,49.44,49.44,49.44,49.44,49.44,49.44,49.44
No. of Shareholders,25197.0,25207.0,26558.0,30823.0,35812.0,42958.0,44846.0,43802.0,41646.0,41905.0,42111.0,43284.0
