,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,61.62,64.1,65.15,65.15,65.14,50.27,45.48,32.21
FIIs,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0
Public,38.38,35.9,34.85,34.85,34.86,49.25,54.52,67.79
No. of Shareholders,525.0,1222.0,1246.0,1501.0,2166.0,4475.0,4393.0,6517.0
