,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,0.01,4.96,4.96
Reserves,-0.05,4.36,5.48,3.82,6.28
Preference Capital,4.01,5.05,4.88,5.74,
Borrowings,8.12,9.19,7.5,5.85,5.21
Other Liabilities,6.31,12.33,9.84,13.12,9.8
Total Liabilities,14.39,25.89,22.83,27.75,31.99
Fixed Assets,9.33,13.81,13.5,11.51,10.89
CWIP,0.0,0.0,0.0,0.0,0.0
Investments,0.41,1.54,0.36,0.7000000000000001,0.8
Other Assets,4.65,10.54,8.97,15.54,20.3
Total Assets,14.39,25.89,22.83,27.75,31.99
