,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.23,4.91,0.77,2.38
Cash from Investing Activity,-12.17,-5.63,0.16,0.39
Cash from Financing Activity,11.88,1.51,-2.61,-1.34
Net Cash Flow,0.94,0.79,-1.6800000000000002,1.43
