,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,8.4,55.73,48.14,38.38
Expenses,7.74,48.42,45.21,31.22
Operating Profit,0.66,7.31,2.93,7.16
OPM %,7.86,13.12,6.09,18.66
Other Income,0.04,0.46,0.44,0.52
Interest,0.31,0.79,0.76,0.57
Depreciation,0.34,1.0,1.2,1.27
Profit before tax,0.05,5.98,1.41,5.84
Tax %,220.0,26.09,24.11,28.25
Net Profit,-0.06,4.41,1.07,4.19
EPS in Rs,-60.0,4410.0,1070.0,8.45
