,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,16,19,21,27,23.0,33.0,55.0,81.0,52.0,58.0,108.0,116.0,118
Expenses,16,18,16,22,19.0,28.0,47.0,66.0,46.0,51.0,93.0,96.0,98
Operating Profit,1,0,5,5,4.0,5.0,9.0,15.0,6.0,6.0,15.0,20.0,21
OPM %,3,2,25,19,19.0,15.0,16.0,19.0,11.0,11.0,14.0,17.0,17
Other Income,0,0,-0,1,-0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
Interest,0,0,2,2,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4
Depreciation,0,0,1,2,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5
Profit before tax,1,0,2,2,1.0,1.0,5.0,9.0,-0.0,1.0,9.0,11.0,12
Tax %,-93,-124,35,30,37.0,34.0,24.0,28.0,125.0,35.0,28.0,26.0,
Net Profit,1,1,1,2,0.0,1.0,3.0,6.0,0.0,0.0,7.0,8.0,9
EPS in Rs,,,,,0.31,0.75,3.17,5.93,0.01,0.36,6.26,7.42,8.23
