,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,49.83,49.83,49.83,49.83,49.83,49.83
FIIs,22.97,15.89,20.82,19.82,20.2,21.63
DIIs,9.44,10.25,13.9,15.38,15.36,15.39
Public,17.76,24.02,15.45,14.98,14.63,13.14
No. of Shareholders,166064.0,91530.0,79224.0,75611.0,74690.0,79187.0
