,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,17.2,-3.28,33.92,24.68,-21.84,13.18
Cash from Investing Activity,0,7.44,-7.71,24.69,-8.06,32.13,-2.27
Cash from Financing Activity,0,-24.64,13.62,-60.14,-17.36,-9.93,0.0
Net Cash Flow,0,0.01,2.62,-1.54,-0.74,0.37,10.9
