,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,64.0,55,62,68,60,57,62,42,30
Inventory Days,62.0,54,49,40,48,78,116,84,75
Days Payable,48.0,27,24,21,26,28,33,23,15
Cash Conversion Cycle,78.0,82,86,87,82,108,144,103,90
Working Capital Days,66.0,64,74,76,69,88,109,83,72
ROCE %,,26,23,24,20,13,11,15,10
