,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,804.0,1396.0,1076.0,1269.0,963.0,1858.0,1464.0,1779.0,1496.0,2261.0,1914.0,2016.0,1913.0
Expenses,716.0,1285.0,973.0,1168.0,840.0,1726.0,1356.0,1637.0,1341.0,2105.0,1762.0,1837.0,1715.0
Operating Profit,87.0,111.0,103.0,101.0,123.0,132.0,108.0,142.0,155.0,156.0,152.0,178.0,197.0
OPM %,11.0,8.0,10.0,8.0,13.0,7.0,7.0,8.0,10.0,7.0,8.0,9.0,10.0
Other Income,2.0,3.0,19.0,28.0,14.0,15.0,45.0,18.0,11.0,17.0,25.0,28.0,23.0
Interest,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,7.0,21.0,21.0
Depreciation,10.0,10.0,9.0,10.0,12.0,13.0,13.0,13.0,14.0,14.0,19.0,31.0,33.0
Profit before tax,76.0,100.0,109.0,115.0,120.0,130.0,136.0,143.0,148.0,155.0,150.0,154.0,167.0
Tax %,25.0,46.0,24.0,24.0,24.0,25.0,26.0,25.0,24.0,24.0,24.0,22.0,25.0
Net Profit,57.0,54.0,83.0,87.0,91.0,98.0,101.0,108.0,113.0,118.0,114.0,120.0,124.0
EPS in Rs,2.04,1.92,2.96,3.09,3.25,3.48,3.6,3.84,4.02,4.2,4.06,4.28,4.43
