,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,39.83,46.37,45.39,41.6,41.99,43.47,39.01,53.79,68.16,42.19,59.66,60.95,72.65
Expenses,38.82,42.97,42.02,38.42,37.6,38.78,34.69,49.4,59.92,35.94,53.38,55.1,67.22
Operating Profit,1.01,3.4,3.37,3.18,4.39,4.69,4.32,4.39,8.24,6.25,6.28,5.85,5.43
OPM %,2.54,7.33,7.42,7.64,10.45,10.79,11.07,8.16,12.09,14.81,10.53,9.6,7.47
Other Income,1.67,0.18,0.08,0.68,0.05,0.17,0.59,1.49,0.13,0.55,0.7,0.27,0.10
Interest,1.1,1.73,1.67,2.06,2.15,2.29,2.31,1.88,2.06,1.77,1.28,0.97,1.43
Depreciation,0.62,0.7,0.68,0.85,1.05,1.27,1.27,1.24,1.41,1.29,1.45,1.08,0.89
Profit before tax,0.96,1.15,1.1,0.95,1.24,1.3,1.33,2.76,4.9,3.74,4.25,4.07,3.21
Tax %,37.5,25.22,31.82,33.68,82.26,27.69,2.26,28.99,28.78,29.14,23.53,29.48,
Net Profit,0.61,0.86,0.74,0.63,0.22,0.94,1.3,1.96,3.48,2.65,3.25,2.87,2.02
EPS in Rs,1.45,1.56,1.35,1.15,0.4,1.71,0.76,1.15,2.05,1.56,1.91,1.69,1.19
