,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.77,5.0,5.0,5.0,5.0,5.0,15.45,15.45,17.0,17.0,17.0,17.0,17.0
Reserves,4.9,5.63,6.37,6.92,7.17,8.27,13.4,15.36,17.3,19.94,23.2,26.07,26.81
Borrowings,15.39,14.92,17.52,20.56,23.58,22.84,21.89,16.39,16.39,12.68,8.89,16.46,20.53
Other Liabilities,11.63,12.75,12.39,15.19,12.76,19.52,18.82,15.64,20.62,14.71,12.63,14.56,21.36
Total Liabilities,35.69,38.3,41.28,47.67,48.51,55.63,69.56,62.84,71.31,64.33,61.72,74.09,85.7
Fixed Assets,5.04,5.44,6.01,5.5,12.63,12.24,10.98,10.82,12.27,13.21,12.66,12.41,11.97
CWIP,0.71,0.38,0.54,6.32,0.42,0.28,0.47,0.04,0.0,0.24,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,29.94,32.48,34.73,35.85,35.46,43.11,58.11,51.98,59.04,50.88,49.06,61.68,73.73
Total Assets,35.69,38.3,41.28,47.67,48.51,55.63,69.56,62.84,71.31,64.33,61.72,74.09,85.7
