,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,10,10,14,14,19,19,19,19,19,19,19,19
Reserves,52,66,91,112,144,283,273,266,296,280,312,319,341
Borrowings,41,40,33,26,27,81,138,152,172,104,72,346,434
Other Liabilities,53,57,41,36,58,77,328,337,375,340,392,222,234
Total Liabilities,156,173,175,188,243,459,758,774,862,742,796,906,1028
Fixed Assets,48,41,34,49,48,159,344,339,355,288,286,312,387
CWIP,0,16,14,0,1,6,0,1,1,0,0,0,0
Investments,1,1,1,0,0,0,6,30,34,50,19,33,40
Other Assets,107,115,126,139,195,294,407,404,473,404,491,560,600
Total Assets,156,173,175,188,243,459,758,774,862,742,796,906,1028
