,2017-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,77.18,88.32,139.21,114.49,133.33,143.1,172.66,157.98,173.39,158.79,178.46,181.27,153.51
Expenses,75.21,82.55,127.63,102.47,117.73,126.32,157.21,143.77,158.55,144.06,159.48,160.82,140.13
Operating Profit,1.97,5.77,11.58,12.02,15.6,16.78,15.45,14.21,14.84,14.73,18.98,20.45,13.38
OPM %,2.55,6.53,8.32,10.5,11.7,11.73,8.95,8.99,8.56,9.28,10.64,11.28,8.72
Other Income,0.63,0.37,0.69,0.65,0.49,0.95,0.63,0.53,0.97,0.47,1.15,0.87,0.76
Interest,2.02,3.72,2.66,3.45,3.27,3.74,2.56,3.36,3.96,3.97,4.93,4.41,4.73
Depreciation,0.51,2.1,2.33,1.91,1.96,2.04,2.14,1.8,1.9,2.08,2.14,1.96,2.18
Profit before tax,0.07,0.32,7.28,7.31,10.86,11.95,11.38,9.58,9.95,9.15,13.06,14.95,7.23
Tax %,400.0,37.5,26.65,25.17,27.62,24.02,25.48,25.26,27.44,27.43,23.58,23.88,29.74
Net Profit,-0.21,0.2,5.34,5.47,7.85,9.09,8.48,7.17,7.22,6.64,9.98,11.38,5.09
EPS in Rs,-0.13,0.09,2.43,2.48,3.57,4.13,3.85,3.26,3.28,3.02,4.53,5.17,2.31
