,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.45,74.04,74.05,74.16,74.35,74.43,74.44
FIIs,0.0,0.01,0.03,0.03,0.1,0.1,0.1
DIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Public,26.55,25.95,25.92,25.81,25.55,25.47,25.37
No. of Shareholders,699.0,638.0,591.0,1241.0,6411.0,15889.0,35363.0
