,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,38.65,84.02,13.93,52.58,66.67,20.28,7.12,115.92,92.36,0.0
Inventory Days,41028.7,9528.1,617.73,2053.53,12416.33,59512.38,42.57,668.47,380.13,2288.49
Days Payable,18020.19,3553.74,124.02,183.31,1122.43,5257.74,19.52,378.56,193.18,921.19
Cash Conversion Cycle,23047.17,6058.38,507.65,1922.8,11360.57,54274.92,30.17,405.83,279.31,1367.3
Working Capital Days,11010.12,3505.31,491.09,1236.7,5868.33,20257.5,54.63,1020.28,635.43,3663.04
ROCE %,,5.23,7.73,2.15,0.83,0.42,4.06,0.49,2.09,-0.37
