,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.09,-10.4,3.36,-0.38,4.94,5.86,19.52,0.53,2.48,-0.07
Cash from Investing Activity,-0.74,2.83,-1.93,1.41,0.86,-0.92,-5.25,2.56,-0.27,-2.36
Cash from Financing Activity,0.0,8.51,-1.22,-0.94,-5.64,-4.21,-13.13,-3.67,-1.13,-5.24
Net Cash Flow,0.35,0.93,0.21,0.08,0.15,0.73,1.13,-0.5700000000000001,1.08,-7.67
