,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-966,-1541,611,-225,-945,336,-956
Cash from Investing Activity,-36,-55,-187,56,226,-51,-73
Cash from Financing Activity,1398,1394,88,243,734,-442,390
Net Cash Flow,395,-203,512,73,15,-157,-639
