,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Revenue,341,320,404,346,325,346,363,345,360,416,437,462,538
Interest,156,159,163,165,154,155,157,159,145,155,158,185,217
Expenses,156,265,186,285,154,144,122,463,138,178,140,156,173
Financing Profit,29,-104,55,-104,17,47,85,-277,77,83,139,121,148
Financing Margin %,9,-32,14,-30,5,14,23,-80,21,20,32,26,28
Other Income,1,1,2,1,0,2,1,1,1,0,0,1,1
Depreciation,4,3,4,4,4,4,4,3,4,4,8,4,6
Profit before tax,26,-106,53,-107,14,46,82,-280,75,79,132,118,143
Tax %,41,25,29,24,20,26,30,25,23,26,25,25,25
Net Profit,16,-80,38,-81,11,34,57,-210,57,59,99,88,107
EPS in Rs,2.16,-11.12,5.25,-11.20,1.52,4.66,7.58,-27.95,7.23,7.05,11.85,9.93,10.72
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
