,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,56.96,56.96,56.96,56.96,56.95,56.95,56.95,56.95
DIIs,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Government,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68
Public,40.26,40.26,40.26,40.26,40.27,40.27,40.26,40.26
No. of Shareholders,4620.0,4599.0,4602.0,4616.0,4913.0,5515.0,6687.0,6930.0
