,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10.65,10.65,10.65
Reserves,7.92,8.25,8.67
Borrowings,4.71,8.13,5.39
Other Liabilities,0.24,0.19,0.22
Total Liabilities,23.52,27.22,24.93
Fixed Assets,0.01,0.0,0.0
CWIP,0.0,0.0,0.0
Investments,2.37,2.6,3.25
Other Assets,21.14,24.62,21.68
Total Assets,23.52,27.22,24.93
