,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,18.39,17.3,18.54,19.31,27.0,26.68,30.76,27.63,32.92,36.88,35.73,38.24,34.77
Expenses,15.24,14.46,16.18,16.15,23.14,22.93,26.81,24.88,28.03,30.08,28.72,31.53,29.35
Operating Profit,3.15,2.84,2.36,3.16,3.86,3.75,3.95,2.75,4.89,6.8,7.01,6.71,5.42
OPM %,17.13,16.42,12.73,16.36,14.3,14.06,12.84,9.95,14.85,18.44,19.62,17.55,15.59
Other Income,0.38,0.58,0.53,0.45,0.46,0.23,0.15,0.12,0.15,0.16,0.14,0.2,0.24
Interest,0.18,0.17,0.21,0.16,0.26,0.26,0.32,0.25,0.28,0.38,0.27,0.3,0.3
Depreciation,0.38,0.39,0.39,0.39,0.42,0.42,0.43,0.48,0.52,0.56,0.6,0.64,0.68
Profit before tax,2.97,2.86,2.29,3.06,3.64,3.3,3.35,2.14,4.24,6.02,6.28,5.97,4.68
Tax %,29.63,28.32,30.13,29.08,28.85,34.85,34.93,29.91,33.73,-51.66,24.04,30.15,26.28
Net Profit,2.09,2.05,1.61,2.17,2.6,2.15,2.19,1.49,2.81,9.12,4.77,4.18,3.46
EPS in Rs,0.61,0.6,0.47,0.63,0.76,0.63,0.64,0.44,0.82,2.65,1.39,1.22,1.01
