,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,16.67,18.27,17.98,16.97,20.33,23.9,18.27,19.01,18.78,14.75,19.11,16.53,16.98
Expenses,7.07,10.18,9.79,11.43,12.16,17.33,13.55,16.58,16.83,15.47,26.43,17.92,18.85
Operating Profit,9.6,8.09,8.19,5.54,8.17,6.57,4.72,2.43,1.95,-0.72,-7.32,-1.39,-1.87
OPM %,57.59,44.28,45.55,32.65,40.19,27.49,25.83,12.78,10.38,-4.88,-38.3,-8.41,-11.01
Other Income,15.08,13.23,14.1,5.66,11.6,11.15,9.7,10.77,11.05,16.51,-78.28,8.83,9.64
Interest,0.06,0.01,0.02,0.03,0.62,1.01,2.31,2.5,2.72,3.07,2.34,2.05,2.25
Depreciation,2.99,2.86,2.87,2.47,2.5,2.53,2.56,2.71,2.74,2.83,2.95,2.6,2.50
Profit before tax,21.63,18.45,19.4,8.7,16.65,14.18,9.55,7.99,7.54,9.89,-90.89,2.79,3.02
Tax %,10.96,10.95,11.86,26.21,2.34,10.58,21.78,37.42,37.0,23.96,-0.23,-10.75,
Net Profit,47.09,44.28,16.33,9.74,23.04,21.03,9.98,26.85,-10.96,11.07,-86.24,3.08,2.56
EPS in Rs,3.69,3.47,1.28,0.76,1.8,1.65,0.78,2.1,-0.86,0.87,-6.77,0.24,0.21
