,2021-03-01,2022-03-01,2023-03-01
Equity Capital,1,1,1
Reserves,6,7,19
Borrowings,4,11,4
Other Liabilities,5,13,37
Total Liabilities,16,32,61
Fixed Assets,4,5,8
CWIP,0,0,0
Investments,2,2,8
Other Assets,11,24,46
Total Assets,16,32,61
