,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3,4,0,2
Cash from Investing Activity,-1,-2,-2,-4
Cash from Financing Activity,-3,-1,1,1
Net Cash Flow,-1,1,-1,-2
