,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,126.0,107.0,94.0,130.0
Expenses,118.0,98.0,86.0,118.0
Operating Profit,8.0,9.0,8.0,12.0
OPM %,7.0,8.0,8.0,9.0
Other Income,0.0,1.0,0.0,1.0
Interest,2.0,2.0,2.0,3.0
Depreciation,2.0,3.0,2.0,4.0
Profit before tax,5.0,5.0,4.0,6.0
Tax %,30.0,25.0,25.0,27.0
Net Profit,3.0,4.0,3.0,4.0
EPS in Rs,2.69,3.08,2.34,3.39
